,Open,High,Low,Close,Adj Close,Volume,Date,stock_name
0,399.200012,406.119995,399.200012,404.679993,402.006104,2308600.0,2021-07-07,COST
1,403.5,408.640015,403.160004,407.149994,404.459778,2235500.0,2021-07-08,COST
2,408.549988,414.0,407.589996,412.369995,409.645294,2304200.0,2021-07-09,COST
3,414.040009,414.350006,404.529999,407.880005,405.184967,2491300.0,2021-07-12,COST
4,404.700012,409.290009,404.700012,407.059998,404.370361,1540300.0,2021-07-13,COST
5,408.579987,410.470001,407.26001,409.950012,407.241333,1265800.0,2021-07-14,COST
6,410.459991,412.200012,407.880005,411.820007,409.098907,1894100.0,2021-07-15,COST
7,412.119995,413.420013,409.769989,410.369995,407.658478,1413900.0,2021-07-16,COST
8,410.059998,415.320007,410.049988,414.149994,411.413513,2293100.0,2021-07-19,COST
9,414.0,418.070007,412.850006,416.23999,413.489685,2045400.0,2021-07-20,COST
10,417.109985,417.109985,412.220001,415.01001,412.267822,1480000.0,2021-07-21,COST
11,416.0,418.600006,413.549988,417.540009,414.781158,1339200.0,2021-07-22,COST
12,418.290009,423.98999,417.049988,423.429993,420.632202,1344500.0,2021-07-23,COST
13,423.399994,424.5,420.350006,423.230011,420.433533,1220000.0,2021-07-26,COST
14,424.0,424.559998,421.600006,424.339996,421.536194,1666500.0,2021-07-27,COST
15,423.269989,424.859985,420.540009,422.220001,419.430206,1362700.0,2021-07-28,COST
16,421.679993,425.850006,420.359985,425.279999,423.261932,1434200.0,2021-07-29,COST
17,425.980011,431.5,425.940002,429.720001,427.680847,2283900.0,2021-07-30,COST
18,430.619995,430.709991,425.480011,428.920013,426.884644,1366900.0,2021-08-02,COST
19,429.920013,436.799988,429.119995,435.070007,433.005493,1448100.0,2021-08-03,COST
20,436.0,437.98999,432.890015,435.040009,432.975586,1280500.0,2021-08-04,COST
21,437.75,443.5,436.730011,443.190002,441.086914,1742600.0,2021-08-05,COST
22,442.730011,443.459991,438.899994,439.630005,437.543823,1789800.0,2021-08-06,COST
23,440.649994,442.779999,439.309998,440.470001,438.379852,1472500.0,2021-08-09,COST
24,440.660004,443.799988,440.660004,443.029999,440.927704,1893700.0,2021-08-10,COST
25,445.5,448.0,441.799988,444.299988,442.19165,2267500.0,2021-08-11,COST
26,443.0,446.630005,442.25,445.359985,443.246643,1230700.0,2021-08-12,COST
27,445.779999,448.359985,444.540009,447.820007,445.694977,1309300.0,2021-08-13,COST
28,447.910004,453.190002,447.049988,452.859985,450.711029,1515600.0,2021-08-16,COST
29,452.859985,453.779999,449.700012,452.339996,450.193512,1936700.0,2021-08-17,COST
30,450.959991,455.23999,445.899994,446.209991,444.09259,2030100.0,2021-08-18,COST
31,442.950012,455.5,441.309998,454.26001,452.104401,1953700.0,2021-08-19,COST
32,455.48999,460.619995,453.660004,458.98999,456.811951,1911200.0,2021-08-20,COST
33,457.269989,459.059998,454.589996,454.929993,452.77124,1835900.0,2021-08-23,COST
34,455.25,455.390015,450.299988,451.790009,449.646149,1541700.0,2021-08-24,COST
35,450.829987,452.820007,447.320007,451.230011,449.088776,1520600.0,2021-08-25,COST
36,451.230011,452.480011,446.700012,449.309998,447.177887,1418600.0,2021-08-26,COST
37,449.309998,451.619995,446.799988,450.339996,448.203003,1310200.0,2021-08-27,COST
38,451.040009,456.589996,450.440002,455.929993,453.766449,1219800.0,2021-08-30,COST
39,456.140015,456.880005,452.440002,455.48999,453.328552,1699000.0,2021-08-31,COST
40,455.480011,456.679993,451.850006,456.519989,454.353668,1325400.0,2021-09-01,COST
41,459.420013,461.440002,458.390015,460.970001,458.782562,1455000.0,2021-09-02,COST
42,459.0,463.600006,459.0,462.549988,460.355042,1302400.0,2021-09-03,COST
43,462.5,463.200012,457.630005,459.600006,457.419098,1463400.0,2021-09-07,COST
44,459.109985,465.829987,458.079987,465.700012,463.490143,1372000.0,2021-09-08,COST
45,467.339996,469.769989,465.23999,465.940002,463.729004,1398700.0,2021-09-09,COST
46,467.170013,468.399994,463.200012,465.160004,462.952667,1324800.0,2021-09-10,COST
47,467.059998,468.23999,458.200012,459.660004,457.47879,1679500.0,2021-09-13,COST
48,460.950012,462.200012,457.420013,458.410004,456.23468,1383900.0,2021-09-14,COST
49,458.23999,462.25,456.140015,460.730011,458.543732,1770300.0,2021-09-15,COST
50,460.790009,463.769989,456.570007,463.309998,461.111481,1577500.0,2021-09-16,COST
51,461.619995,462.820007,457.019989,459.51001,457.329498,3411400.0,2021-09-17,COST
52,456.630005,460.950012,446.619995,451.140015,448.999207,2602000.0,2021-09-20,COST
53,451.140015,456.839996,450.160004,452.109985,449.9646,1531300.0,2021-09-21,COST
54,454.700012,455.350006,449.839996,452.329987,450.183533,1380800.0,2021-09-22,COST
55,452.299988,455.549988,451.100006,452.779999,450.631409,2061200.0,2021-09-23,COST
56,455.980011,468.720001,455.0,467.75,465.530396,3353800.0,2021-09-24,COST
57,465.549988,470.48999,457.23999,460.559998,458.374512,2526000.0,2021-09-27,COST
58,457.140015,457.5,445.670013,447.350006,445.227203,2632700.0,2021-09-28,COST
59,449.869995,456.0,448.899994,451.790009,449.646149,1922000.0,2021-09-29,COST
60,453.619995,455.359985,449.299988,449.350006,447.217712,1836400.0,2021-09-30,COST
61,449.730011,451.079987,440.76001,448.329987,446.202515,1860700.0,2021-10-01,COST
62,448.339996,449.350006,436.170013,440.140015,438.051422,2264000.0,2021-10-04,COST
63,439.579987,449.109985,439.25,446.23999,444.122437,1808700.0,2021-10-05,COST
64,443.929993,449.779999,442.380005,449.339996,447.207733,1334600.0,2021-10-06,COST
65,456.470001,459.589996,452.070007,452.869995,450.721008,1966200.0,2021-10-07,COST
66,455.440002,455.75,450.0,451.850006,449.705811,1545800.0,2021-10-08,COST
67,450.040009,453.690002,449.540009,449.700012,447.566071,1011700.0,2021-10-11,COST
68,450.149994,452.850006,445.75,446.869995,444.749481,1380900.0,2021-10-12,COST
69,448.540009,450.51001,444.070007,445.299988,443.18692,1621500.0,2021-10-13,COST
70,447.109985,451.700012,446.5,450.660004,448.521484,1480400.0,2021-10-14,COST
71,453.890015,453.940002,449.179993,452.390015,450.243286,1494800.0,2021-10-15,COST
72,449.609985,462.350006,448.5,461.950012,459.757935,2141300.0,2021-10-18,COST
73,463.0,467.160004,460.309998,467.079987,464.863556,1365300.0,2021-10-19,COST
74,468.519989,472.5,467.839996,469.769989,467.540802,1352900.0,2021-10-20,COST
75,469.769989,477.649994,469.079987,477.230011,474.965424,1423300.0,2021-10-21,COST
76,478.98999,485.029999,478.570007,481.98999,479.702789,1710300.0,2021-10-22,COST
77,481.98999,492.209991,479.5,490.100006,487.774323,1903400.0,2021-10-25,COST
78,482.130005,488.25,481.230011,485.529999,483.226044,2378600.0,2021-10-26,COST
